335	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#803.378#803.718
336	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#803.718#804.058
337	Камон	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#804.563#805.069
338	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#805.069#805.575
339	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#805.575#806.081
340	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#806.081#806.589
341	Столько	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#808.354#808.567
342	же	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#808.567#808.78
343	много	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#808.78#808.993
344	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#808.993#809.206
345	можно	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#809.206#809.419
346	придумать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#809.419#809.632
347	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#809.632#809.845
348	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#809.845#810.065
349	Жесть	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#812.708#813.013
350	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#813.013#813.318
351	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#813.318#813.623
352	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#813.623#813.93
353	Надо	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#814.274#814.515
354	предложить	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#814.515#814.756
355	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#814.756#814.997
356	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#814.997#815.241
357	А	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#820.466#820.83
358	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#820.83#821.194
359	моя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#821.194#821.558
360	мама	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#821.558#821.922
361	директор	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#821.922#822.286
362	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#822.286#822.65
363	садике	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#822.65#823.014
364	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#823.014#823.378
365	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#823.378#823.742
366	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#823.742#824.106
367	папка	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#824.106#824.47
368	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#824.47#824.834
369	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#824.834#825.198
370	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#825.198#825.562
371	строитель	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#825.562#825.926
372	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#825.926#826.29
373	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#826.29#826.666
374	Неа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#829.049#829.245
375	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#829.245#829.441
376	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#829.441#829.638
377	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#833.964#834.142
378	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#834.142#834.32
379	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#834.32#834.498
380	Они	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#838.0#838.284
381	уже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#838.284#838.568
382	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#838.568#838.852
383	окей	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#838.852#839.136
384	они	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#839.136#839.42
385	привыкли	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#839.42#839.704
386	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#839.704#839.988
387	они	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#839.988#840.272
388	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#840.272#840.556
389	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#840.556#840.84
390	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#840.84#841.124
391	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#841.124#841.408
392	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#841.408#841.692
393	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#841.692#841.978
394	Мне	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#842.071#842.343
395	папка	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#842.343#842.615
396	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#842.615#842.887
397	идеи	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#842.887#843.159
398	подкидывает	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#843.159#843.431
399	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#843.431#843.703
400	время	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#843.703#843.975
401	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#843.975#844.247
402	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#844.247#844.522
403	Пару	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#844.537#844.798
404	дней	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#844.798#845.059
405	назад	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#845.059#845.32
406	допустим	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#845.32#845.581
407	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#845.581#845.842
408	них	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#845.842#846.103
409	был	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#846.103#846.364
410	папа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#846.364#846.625
411	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#846.625#846.886
412	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#846.886#847.147
413	слушай	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#847.147#847.408
414	надо	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#847.408#847.669
415	плакаты	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#847.669#847.93
416	продавать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#847.93#848.191
417	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#848.191#848.452
418	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#848.452#848.722
419	Мама	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#848.737#849.0
420	говорит	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#849.0#849.263
421	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#849.263#849.526
422	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#849.526#849.789
423	такой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#849.789#850.052
424	знаешь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#850.052#850.315
425	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#850.315#850.578
426	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#850.578#850.841
427	такой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#850.841#851.104
428	прикольный	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#851.104#851.367
429	вообще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#851.367#851.63
430	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#851.63#851.893
431	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#851.893#852.16
432	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#857.127#857.509
433	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#857.509#857.891
434	бывало	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#857.891#858.273
435	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#858.273#858.655
436	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#858.655#859.038
437	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#859.121#859.421
438	никогда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#859.421#859.721
439	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#859.721#860.021
440	ничего	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#860.021#860.321
441	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#860.321#860.621
442	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#860.621#860.921
443	эээ	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#860.921#861.221
444	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#861.221#861.521
445	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#861.521#861.821
446	удавалось	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#861.821#862.121
447	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#862.121#862.421
448	ааа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#862.421#862.721
449	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#862.721#863.021
450	отобрать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#863.021#863.321
451	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#863.321#863.621
452	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#863.621#863.922
453	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#863.963#864.234
454	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#864.234#864.505
455	ты	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#864.505#864.776
456	один	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#864.776#865.047
457	идешь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#865.047#865.318
458	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#865.318#865.589
459	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#865.589#865.86
460	тебя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#865.86#866.131
461	уже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#866.131#866.402
462	этот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#866.402#866.673
463	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#866.673#866.944
464	ааа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#866.944#867.215
465	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#867.215#867.486
466	#нрзб#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#867.486#867.757
467	sense	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#867.757#868.028
468	что	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#868.028#868.299
469	прятать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#868.299#868.57
470	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#868.57#868.841
471	телефон	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#868.841#869.112
472	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#869.112#869.383
473	трусы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#869.383#869.654
474	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#869.654#869.925
475	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#869.925#870.2
476	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#870.206#870.497
477	знаешь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#870.497#870.788
478	это	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#870.788#871.079
479	такие	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#871.079#871.37
480	маленькие	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#871.37#871.661
481	вещи	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#871.661#871.952
482	которые	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#871.952#872.243
483	могут	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#872.243#872.534
484	тебе	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#872.534#872.825
485	много	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#872.825#873.116
486	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#873.116#873.407
487	помочь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#873.407#873.698
488	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#873.698#873.989
489	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#873.989#874.284
490	Легче	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#874.296#874.511
491	сказать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#874.511#874.726
492	если	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#874.726#874.941
493	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#874.941#875.156
494	тебя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#875.156#875.371
495	нету	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#875.371#875.586
496	ничего	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#875.586#875.801
497	а	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#875.801#876.016
498	он	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#876.016#876.231
499	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#876.231#876.446
500	смотрит	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#876.446#876.661
501	по	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#876.661#876.876
502	карманам	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#876.876#877.091
503	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#877.091#877.306
504	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#877.306#877.521
505	тебя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#877.521#877.736
506	ничего	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#877.736#877.951
507	нету	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#877.951#878.166
508	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#878.166#878.381
509	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#878.381#878.596
510	тебя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#878.596#878.811
511	реально	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#878.811#879.026
512	ничего	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#879.026#879.241
513	нету	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#879.241#879.456
514	если	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#879.456#879.671
515	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#879.671#879.886
516	тебя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#879.886#880.101
517	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#880.101#880.316
518	что-то	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#880.316#880.531
519	есть	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#880.531#880.746
520	а	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#880.746#880.961
521	ты	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#880.961#881.176
522	говоришь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#881.176#881.391
523	нету	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#881.391#881.606
524	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#881.606#881.821
525	это	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#881.821#882.036
526	как	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#882.036#882.251
527	бы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#882.251#882.466
528	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#882.466#882.681
529	плохо	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#882.681#882.896
530	заканчивается	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#882.896#883.111
531	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#883.111#883.326
532	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#883.326#883.566
533	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#888.807#889.076
534	тоже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#889.076#889.345
535	такое	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#889.345#889.614
536	говорили	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#889.614#889.883
537	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#889.883#890.152
538	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#890.152#890.422
539	Я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#890.452#890.762
540	первый	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#890.762#891.072
541	раз	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#891.072#891.382
542	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#891.382#891.692
543	телецентр	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#891.692#892.002
544	добрался	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#892.002#892.312
545	когда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#892.312#892.622
546	мне	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#892.622#892.932
547	было	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#892.932#893.242
548	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#893.242#893.552
549	двадцать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#893.552#893.862
550	один	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#893.862#894.172
551	наверно	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#894.172#894.482
552	двадцать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#894.482#894.792
553	два	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#894.792#895.102
554	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#895.102#895.412
555	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#895.412#895.732
556	Мы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#895.732#895.986
557	вообще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#895.986#896.24
558	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#896.24#896.494
559	клуб	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#896.494#896.748
560	никогда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#896.748#897.002
561	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#897.002#897.256
562	ходили	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#897.256#897.51
563	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#897.51#897.764
564	меня	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#897.764#898.018
565	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#898.018#898.272
566	было	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#898.272#898.526
567	этого	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#898.526#898.78
568	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#898.78#899.034
569	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#899.034#899.288
570	этой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#899.288#899.542
571	культуры	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#899.542#899.796
572	что	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#899.796#900.05
573	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#900.05#900.304
574	на	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#900.304#900.558
575	вечерину	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#900.558#900.812
576	ехать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#900.812#901.066
577	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#901.066#901.32
578	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#901.32#901.577
579	Типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#901.779#902.104
580	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#902.104#902.429
581	все	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#902.429#902.754
582	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#902.754#903.079
583	на...	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#903.079#903.404
584	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#903.404#903.729
585	худи	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#903.729#904.054
586	чиллят	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#904.054#904.379
587	такие	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#904.379#904.704
588	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#904.704#905.029
589	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#905.029#905.357
590	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#905.495#905.769
591	давай	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#905.769#906.043
592	лучше	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#906.043#906.317
593	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#906.317#906.591
594	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#906.591#906.865
595	на	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#906.865#907.139
596	другое	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#907.139#907.413
597	скинемся	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#907.413#907.687
598	что-то	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#907.687#907.961
599	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#907.961#908.235
600	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#908.235#908.517
601	#нрзб#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#908.555#908.834
602	на	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#908.834#909.113
603	такси	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#909.113#909.392
604	знаешь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#909.392#909.671
605	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#909.671#909.95
606	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#909.95#910.233
607	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#911.4#912.489
608	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#913.419#913.655
609	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#913.655#913.891
610	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#913.891#914.127
611	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#914.127#914.363
612	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#914.363#914.599
613	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#914.599#914.835
614	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#914.835#915.071
615	ты	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#915.071#915.307
616	ж	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#915.307#915.543
617	знаешь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#915.543#915.779
618	здесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#915.779#916.015
619	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#916.015#916.251
620	легко	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#916.251#916.487
621	достать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#916.487#916.723
622	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#916.723#916.959
623	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#916.959#917.208
624	Неа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#919.919#920.137
625	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#920.137#920.355
626	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#920.355#920.575
627	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#923.232#923.7
628	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#923.7#924.168
629	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#924.168#924.636
630	за	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#924.636#925.104
631	healthy	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#925.104#925.572
632	lifestyle	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#925.572#926.04
633	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#926.04#926.508
634	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#926.508#926.976
635	Никогда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#928.159#928.55
636	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#928.55#928.941
637	пробовал	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#928.941#929.332
638	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#929.332#929.723
639	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#929.723#930.114
640	это	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#930.114#930.505
641	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#930.505#930.896
642	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#930.896#931.293
643	#нрзб#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#932.54#932.91
644	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#932.91#933.28
645	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#933.28#933.65
646	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#933.65#934.022
647	Ходите	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#934.059#934.4
648	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#934.4#934.741
649	школу	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#934.741#935.082
650	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#935.082#935.423
651	учитесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#935.423#935.764
652	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#935.764#936.105
653	будьте	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#936.105#936.446
654	умнее	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#936.446#936.787
655	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#936.787#937.128
656	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#937.128#937.469
657	секс	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#937.469#937.81
658	только	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#937.81#938.151
659	после	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#938.151#938.492
660	когда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#938.492#938.833
661	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#938.833#939.174
662	эээ	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#939.174#939.515
663	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#939.515#939.856
664	поженились	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#939.856#940.197
665	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#940.197#940.538
666	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#940.538#940.892
667	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#943.927#944.181
